gamePk,team_side,team_id,team_name,avg_last_5,ops_last_5,hr_rate_last_5,strikeout_rate_last_5,walk_rate_last_5,stolen_success_last_5
747224,away,115,Colorado Rockies,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.25
747224,home,109,Arizona Diamondbacks,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.25
745283,away,111,Boston Red Sox,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.25
745283,home,136,Seattle Mariners,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.5714285714285714
745848,away,158,Milwaukee Brewers,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.625
745848,home,121,New York Mets,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.625
745604,away,144,Atlanta Braves,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.5555555555555556
745604,home,143,Philadelphia Phillies,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.5833333333333334
745848,away,158,Milwaukee Brewers,0.25,0.681,1.0,7.0,3.0,0.5454545454545454
745848,home,121,New York Mets,0.037,0.251,1.0,10.0,2.0,0.5
745604,away,144,Atlanta Braves,0.325,0.875,0.0,10.0,5.0,0.625
745604,home,143,Philadelphia Phillies,0.156,0.479,1.0,15.0,3.0,0.7142857142857143
745117,away,141,Toronto Blue Jays,0.219,0.906,3.0,7.0,7.0,0.75
745117,home,139,Tampa Bay Rays,0.242,0.71,1.0,11.0,2.0,1.0
746091,away,134,Pittsburgh Pirates,0.205,0.782,3.0,17.0,8.0,1.0
746091,home,146,Miami Marlins,0.195,0.536,0.0,7.0,4.0,1.0
746412,away,147,New York Yankees,0.258,0.816,1.0,10.0,9.0,1.0
746412,home,117,Houston Astros,0.342,0.822,1.0,7.0,2.0,0.75
747223,away,115,Colorado Rockies,0.133,0.435,0.0,6.0,3.0,0.5
747223,home,109,Arizona Diamondbacks,0.45,1.077,1.0,9.0,3.0,0.6666666666666666
745682,away,114,Cleveland Guardians,0.314,0.891,0.0,7.0,3.0,0.75
745682,home,133,Oakland Athletics,0.133,0.328,0.0,13.0,1.0,0.6666666666666666
745276,away,111,Boston Red Sox,0.289,0.878,2.0,7.0,2.0,0.8
745276,home,136,Seattle Mariners,0.235,0.749,2.0,9.0,1.0,0.7777777777777778
745435,away,137,San Francisco Giants,0.281,0.732,1.0,10.0,1.0,0.6666666666666666
745435,home,135,San Diego Padres,0.243,0.6426666666666666,0.3333333333333333,7.0,4.333333333333333,0.5
746167,away,138,St. Louis Cardinals,0.097,0.319,1.0,6.0,1.0,0.4
746167,home,119,Los Angeles Dodgers,0.27666666666666667,0.751,1.0,8.666666666666666,6.333333333333333,0.0
745850,away,158,Milwaukee Brewers,0.25,0.681,1.0,7.0,3.0,0.0
745850,home,121,New York Mets,0.037,0.251,1.0,10.0,2.0,0.0
746818,away,116,Detroit Tigers,0.188,0.417,0.0,11.0,1.0,0.0
746818,home,145,Chicago White Sox,0.1,0.2,0.0,11.0,0.0,0.6666666666666666
747063,away,108,Los Angeles Angels,0.071,0.375,1.0,14.0,3.0,0.5
747063,home,110,Baltimore Orioles,0.303,0.935,2.0,5.0,6.0,0.4
745599,away,144,Atlanta Braves,0.325,0.875,0.0,10.0,5.0,0.5
745599,home,143,Philadelphia Phillies,0.156,0.479,1.0,15.0,3.0,0.5714285714285714
745684,away,114,Cleveland Guardians,0.302,0.8795,0.5,8.0,4.5,0.5
745684,home,133,Oakland Athletics,0.1635,0.4455,1.0,9.0,1.5,0.6
746736,away,120,Washington Nationals,0.188,0.469,1.0,9.0,0.0,0.8571428571428571
746736,home,113,Cincinnati Reds,0.294,0.91,2.0,9.0,2.0,0.8181818181818182
745119,away,141,Toronto Blue Jays,0.21100000000000002,0.8125,2.0,7.0,4.0,0.7272727272727273
745119,home,139,Tampa Bay Rays,0.2555,0.7284999999999999,1.0,9.0,2.5,0.7
746333,away,142,Minnesota Twins,0.27,0.735,1.0,12.0,5.0,0.7
746333,home,118,Kansas City Royals,0.161,0.511,1.0,8.0,1.0,0.5714285714285714
746087,away,134,Pittsburgh Pirates,0.22449999999999998,0.7815000000000001,1.5,13.0,7.5,0.6
746087,home,146,Miami Marlins,0.21250000000000002,0.562,0.0,7.0,4.0,0.75
745037,away,112,Chicago Cubs,0.182,0.633,0.0,8.0,5.0,0.75
745037,home,140,Texas Rangers,0.235,0.812,2.0,10.0,6.0,0.75
745436,away,137,San Francisco Giants,0.2975,0.7935,1.5,8.5,1.5,0.8
745436,home,135,San Diego Padres,0.25475,0.6805,1.0,6.5,3.25,0.8
746410,away,147,New York Yankees,0.272,0.8294999999999999,1.0,9.5,7.0,0.8
746410,home,117,Houston Astros,0.312,0.764,0.5,6.5,4.0,0.8
747221,away,115,Colorado Rockies,0.154,0.48050000000000004,0.5,8.5,1.5,0.7142857142857143
747221,home,109,Arizona Diamondbacks,0.4355,1.093,2.0,5.5,3.5,0.6666666666666666
746168,away,138,St. Louis Cardinals,0.12,0.358,0.5,10.0,1.5,0.6
746168,home,119,Los Angeles Dodgers,0.28099999999999997,0.78325,1.75,8.75,5.25,0.5
745278,away,111,Boston Red Sox,0.253,0.755,1.0,10.0,2.5,0.6666666666666666
745278,home,136,Seattle Mariners,0.2145,0.681,1.5,11.5,1.5,0.8
747062,away,108,Los Angeles Angels,0.1215,0.4545,1.0,13.5,2.0,0.8333333333333334
747062,home,110,Baltimore Orioles,0.3205,0.9795,2.0,5.5,4.0,0.75
745602,away,144,Atlanta Braves,0.3426666666666667,0.943,1.3333333333333333,8.333333333333334,4.333333333333333,1.0
745602,home,143,Philadelphia Phillies,0.17166666666666666,0.521,1.0,11.333333333333334,3.6666666666666665,1.0
746739,away,120,Washington Nationals,0.221,0.594,1.0,11.5,3.0,0.8571428571428571
746739,home,113,Cincinnati Reds,0.294,0.9025000000000001,2.0,8.5,2.5,0.8333333333333334
745115,away,141,Toronto Blue Jays,0.20733333333333334,0.753,1.3333333333333333,8.0,3.6666666666666665,0.8333333333333334
745115,home,139,Tampa Bay Rays,0.268,0.7473333333333333,1.0,8.0,3.0,0.8
746090,away,134,Pittsburgh Pirates,0.246,0.798,1.0,11.666666666666666,6.333333333333333,0.6666666666666666
746090,home,146,Miami Marlins,0.21033333333333334,0.5499999999999999,0.0,9.0,3.3333333333333335,0.5
745845,away,158,Milwaukee Brewers,0.26766666666666666,0.7010000000000001,1.0,8.666666666666666,2.3333333333333335,0.6666666666666666
745845,home,121,New York Mets,0.09133333333333334,0.38133333333333336,1.6666666666666667,8.666666666666666,2.0,0.75
746332,away,142,Minnesota Twins,0.258,0.7184999999999999,0.5,9.0,4.0,0.6666666666666666
746332,home,118,Kansas City Royals,0.161,0.4985,0.5,9.5,2.0,1.0
746815,away,116,Detroit Tigers,0.2175,0.5505,1.0,7.0,2.5,1.0
746815,home,145,Chicago White Sox,0.14550000000000002,0.39449999999999996,1.5,9.0,2.0,0.8571428571428571
746413,away,147,New York Yankees,0.272,0.8356666666666666,1.6666666666666667,10.0,6.333333333333333,0.8888888888888888
746413,home,117,Houston Astros,0.28633333333333333,0.7159999999999999,0.3333333333333333,6.333333333333333,3.3333333333333335,0.8
745035,away,112,Chicago Cubs,0.1795,0.6034999999999999,0.5,8.0,3.5,0.7272727272727273
745035,home,140,Texas Rangers,0.28400000000000003,0.914,2.5,8.0,5.0,0.7
745683,away,114,Cleveland Guardians,0.3073333333333333,0.8953333333333333,0.6666666666666666,7.333333333333333,4.666666666666667,0.7777777777777778
745683,home,133,Oakland Athletics,0.17266666666666666,0.48666666666666664,0.6666666666666666,10.666666666666666,3.0,0.6666666666666666
747222,away,115,Colorado Rockies,0.17466666666666666,0.5466666666666667,1.0,8.666666666666666,3.0,0.7142857142857143
747222,home,109,Arizona Diamondbacks,0.41500000000000004,1.0786666666666667,2.0,5.333333333333333,5.333333333333333,0.875
745279,away,111,Boston Red Sox,0.23866666666666667,0.6996666666666668,0.6666666666666666,11.0,2.6666666666666665,0.7142857142857143
745279,home,136,Seattle Mariners,0.20766666666666667,0.636,1.0,11.666666666666666,1.6666666666666667,0.7142857142857143
745438,away,137,San Francisco Giants,0.2966666666666667,0.806,1.6666666666666667,9.0,2.0,0.625
745438,home,135,San Diego Padres,0.2584,0.7008,1.2,7.2,3.6,0.6666666666666666
746166,away,138,St. Louis Cardinals,0.134,0.38366666666666666,0.3333333333333333,10.0,1.6666666666666667,0.5
746166,home,119,Los Angeles Dodgers,0.2852,0.7988,1.6,9.8,5.0,0.5
746817,away,144,Atlanta Braves,0.3395,0.9432499999999999,1.25,9.75,3.5,0.3333333333333333
746817,home,145,Chicago White Sox,0.15766666666666665,0.4606666666666666,1.6666666666666667,9.666666666666666,1.6666666666666667,0.3333333333333333
746899,away,115,Colorado Rockies,0.18725,0.5715,0.75,8.75,2.25,0.3333333333333333
746899,home,112,Chicago Cubs,0.19566666666666666,0.6349999999999999,0.6666666666666666,7.333333333333333,5.333333333333333,0.25
744875,away,134,Pittsburgh Pirates,0.2555,0.802,1.0,12.0,6.5,0.5
744875,home,120,Washington Nationals,0.233,0.6523333333333333,1.3333333333333333,10.0,3.3333333333333335,0.6
747058,away,118,Kansas City Royals,0.18733333333333335,0.5956666666666667,2.0,8.666666666666666,2.3333333333333335,0.75
747058,home,110,Baltimore Orioles,0.3026666666666667,0.927,1.3333333333333333,6.666666666666667,4.333333333333333,0.8
745600,away,113,Cincinnati Reds,0.305,0.9273333333333333,2.0,8.0,2.6666666666666665,1.0
745600,home,143,Philadelphia Phillies,0.18675,0.5545,1.0,10.75,3.5,1.0
746085,away,108,Los Angeles Angels,0.14066666666666666,0.48066666666666674,1.0,11.666666666666666,1.6666666666666667,1.0
746085,home,146,Miami Marlins,0.20800000000000002,0.55725,0.75,9.5,3.5,1.0
745109,away,140,Texas Rangers,0.28733333333333333,0.9063333333333334,1.6666666666666667,9.666666666666666,4.666666666666667,0.5
745109,home,139,Tampa Bay Rays,0.2625,0.738,1.25,7.5,2.75,0.5
745842,away,116,Detroit Tigers,0.2253333333333333,0.5976666666666667,1.3333333333333333,9.0,3.0,0.5
745842,home,121,New York Mets,0.11900000000000001,0.4355,1.25,8.25,2.0,0.0
746409,away,141,Toronto Blue Jays,0.21075,0.74075,1.5,8.25,4.75,0.6
746409,home,117,Houston Astros,0.27949999999999997,0.705,0.5,6.75,3.0,0.6
745675,away,111,Boston Red Sox,0.23625,0.68525,1.0,10.25,2.75,0.6666666666666666
745675,home,133,Oakland Athletics,0.184,0.5255,0.5,9.5,3.25,0.6666666666666666
745277,away,114,Cleveland Guardians,0.303,0.87925,0.5,6.75,4.0,0.75
745277,home,136,Seattle Mariners,0.20024999999999998,0.6012500000000001,0.75,11.25,1.5,0.8
745437,away,138,St. Louis Cardinals,0.1455,0.406,0.25,10.75,2.0,0.8571428571428571
745437,home,135,San Diego Padres,0.2912,0.7976000000000001,1.6,7.4,3.6,0.8333333333333334
747218,away,147,New York Yankees,0.27225,0.82575,1.25,10.5,5.25,0.8333333333333334
747218,home,109,Arizona Diamondbacks,0.3945,1.0474999999999999,1.75,5.5,4.5,1.0
746170,away,137,San Francisco Giants,0.28875,0.80175,1.5,9.0,3.5,1.0
746170,home,119,Los Angeles Dodgers,0.30219999999999997,0.8542,2.0,9.6,4.0,1.0
746009,away,142,Minnesota Twins,0.242,0.6876666666666665,0.3333333333333333,10.0,3.3333333333333335,1.0
746009,home,158,Milwaukee Brewers,0.27425,0.7155,0.75,9.0,3.25,1.0
747057,away,118,Kansas City Royals,0.198,0.636,2.0,8.75,2.25,1.0
747057,home,110,Baltimore Orioles,0.29375,0.897,1.5,6.75,3.5,1.0
745598,away,113,Cincinnati Reds,0.30325,0.9205,1.75,10.25,3.25,1.0
745598,home,143,Philadelphia Phillies,0.194,0.5668,0.8,10.6,3.6,0.8
746086,away,108,Los Angeles Angels,0.1525,0.5185,1.5,10.5,2.75,0.75
746086,home,146,Miami Marlins,0.209,0.5646,0.6,9.4,3.6,0.8
745111,away,140,Texas Rangers,0.2855,0.89925,1.75,8.25,5.25,0.8
745111,home,139,Tampa Bay Rays,0.2562,0.7342,1.4,8.4,3.2,0.8333333333333334
746898,away,115,Colorado Rockies,0.18980000000000002,0.5702,0.6,8.8,2.0,1.0
746898,home,112,Chicago Cubs,0.207,0.64625,0.5,6.5,4.75,1.0
746814,away,144,Atlanta Braves,0.337,0.9433999999999999,1.2,8.6,3.8,1.0
746814,home,145,Chicago White Sox,0.16025,0.483,1.25,10.0,2.0,1.0
746411,away,141,Toronto Blue Jays,0.20540000000000003,0.7121999999999999,1.2,8.0,4.2,1.0
746411,home,117,Houston Astros,0.27880000000000005,0.7205999999999999,1.4,7.0,3.0,0.8571428571428571
745680,away,111,Boston Red Sox,0.2358,0.6786,0.8,10.4,3.6,0.8
745680,home,133,Oakland Athletics,0.1872,0.5354,0.4,10.2,2.6,0.5555555555555556
745273,away,114,Cleveland Guardians,0.29660000000000003,0.8624,0.8,6.4,3.4,0.5
745273,home,136,Seattle Mariners,0.198,0.5884,0.8,10.8,2.4,0.5555555555555556
745439,away,138,St. Louis Cardinals,0.16,0.4412,0.6,11.2,2.2,0.5714285714285714
745439,home,135,San Diego Padres,0.2872,0.8019999999999999,1.8,6.8,2.8,0.5
747220,away,147,New York Yankees,0.2712,0.8150000000000001,1.0,9.2,5.2,0.5
747220,home,109,Arizona Diamondbacks,0.375,1.011,1.4,5.8,4.4,0.5
746169,away,137,San Francisco Giants,0.28300000000000003,0.795,1.4,8.8,4.0,0.6666666666666666
746169,home,119,Los Angeles Dodgers,0.29979999999999996,0.8655999999999999,2.0,9.8,3.2,0.7142857142857143
745844,away,116,Detroit Tigers,0.2225,0.60625,1.25,9.75,3.0,0.7142857142857143
745844,home,121,New York Mets,0.1328,0.4586,1.0,8.2,2.2,0.6666666666666666
747059,away,118,Kansas City Royals,0.20460000000000003,0.6556,1.6,8.8,2.4,0.625
747059,home,110,Baltimore Orioles,0.2822,0.861,1.2,6.6,3.0,0.5714285714285714
745114,away,140,Texas Rangers,0.28159999999999996,0.8816,1.4,8.2,4.6,0.3333333333333333
745114,home,139,Tampa Bay Rays,0.2538,0.7327999999999999,1.4,8.0,3.0,0.3333333333333333
746083,away,108,Los Angeles Angels,0.16099999999999998,0.5429999999999999,1.4,9.6,2.8,0.5
746083,home,146,Miami Marlins,0.2112,0.5742,0.8,9.2,3.4,1.0
746008,away,142,Minnesota Twins,0.2285,0.655,0.25,9.5,3.5,1.0
746008,home,158,Milwaukee Brewers,0.2756,0.7230000000000001,0.8,8.8,3.6,1.0
745678,away,111,Boston Red Sox,0.22680000000000003,0.6364,0.4,12.0,4.0,1.0
745678,home,133,Oakland Athletics,0.1998,0.5886,0.8,10.4,3.2,1.0
747219,away,147,New York Yankees,0.2686,0.7932,0.8,8.8,4.0,0.8
747219,home,109,Arizona Diamondbacks,0.34500000000000003,0.9667999999999999,1.4,5.4,4.6,0.8571428571428571
745603,away,113,Cincinnati Reds,0.299,0.9024000000000001,1.4,10.4,2.6,0.8571428571428571
745603,home,143,Philadelphia Phillies,0.2088,0.607,1.4,8.8,3.6,0.75
745275,away,114,Cleveland Guardians,0.28979999999999995,0.8432000000000001,1.0,7.2,3.0,0.6666666666666666
745275,home,136,Seattle Mariners,0.19119999999999998,0.5508,0.4,11.4,2.6,0.8
745440,away,138,St. Louis Cardinals,0.184,0.4962,0.6,11.4,2.8,0.3333333333333333
745440,home,135,San Diego Padres,0.2838,0.8106,1.8,6.8,2.6,0.0
744869,away,134,Pittsburgh Pirates,0.2648,0.8116,0.8,11.4,6.4,0.0
744869,home,120,Washington Nationals,0.23775000000000002,0.67325,1.25,9.5,3.5,0.0
746900,away,115,Colorado Rockies,0.20400000000000001,0.6002,0.8,8.8,1.8,0.0
746900,home,112,Chicago Cubs,0.21939999999999998,0.6794,1.2,6.4,5.2,0.5
746407,away,141,Toronto Blue Jays,0.2008,0.6546,0.8,7.6,3.0,0.5
746407,home,117,Houston Astros,0.26559999999999995,0.7136,1.4,6.4,3.4,0.5
746163,away,137,San Francisco Giants,0.2788,0.8006,1.4,8.2,4.4,1.0
746163,home,119,Los Angeles Dodgers,0.29619999999999996,0.867,1.8,10.0,3.4,1.0
746816,away,144,Atlanta Braves,0.3316,0.9464,1.6,8.4,3.8,1.0
746816,home,145,Chicago White Sox,0.16440000000000002,0.501,1.2,9.4,2.2,1.0
745843,away,116,Detroit Tigers,0.22139999999999999,0.612,1.2,9.4,3.4,1.0
745843,home,121,New York Mets,0.16160000000000002,0.5176000000000001,0.8,8.8,3.4,0.5
745844,away,116,Detroit Tigers,0.2258,0.6498,1.2,9.2,4.0,1.0
745844,home,121,New York Mets,0.18880000000000002,0.575,0.8,7.8,4.0,1.0
745843,away,116,Detroit Tigers,0.2198,0.64,1.0,10.2,4.2,1.0
745843,home,121,New York Mets,0.185,0.5558,0.2,9.2,5.2,1.0
744870,away,134,Pittsburgh Pirates,0.2794,0.8151999999999999,0.4,10.6,5.6,1.0
744870,home,120,Washington Nationals,0.2428,0.6926,1.2,9.2,3.2,0.6666666666666666
745928,away,114,Cleveland Guardians,0.2884,0.8256,0.8,6.2,2.0,0.5
745928,home,142,Minnesota Twins,0.225,0.6498,0.4,8.8,4.2,0.5
745200,away,146,Miami Marlins,0.20459999999999998,0.5683999999999999,0.8,9.6,3.0,0.5
745200,home,138,St. Louis Cardinals,0.1986,0.5369999999999999,0.6,10.8,3.2,0.5
746327,away,145,Chicago White Sox,0.18780000000000002,0.5847999999999999,1.4,9.6,2.4,0.5
746327,home,118,Kansas City Royals,0.22000000000000003,0.6988,1.6,8.6,2.4,0.5
745764,away,141,Toronto Blue Jays,0.1954,0.6266,0.6,7.6,4.2,0.6666666666666666
745764,home,147,New York Yankees,0.259,0.7632,1.0,8.4,3.2,0.6666666666666666
746497,away,133,Oakland Athletics,0.20139999999999997,0.5938,0.4,10.4,3.4,0.6666666666666666
746497,home,116,Detroit Tigers,0.2136,0.6228,0.6,9.6,4.2,1.0
746897,away,119,Los Angeles Dodgers,0.29619999999999996,0.8646,1.4,9.4,3.6,1.0
746897,home,112,Chicago Cubs,0.23820000000000002,0.7154,1.4,6.2,5.6,1.0
746576,away,139,Tampa Bay Rays,0.2464,0.7198,1.2,8.4,2.6,1.0
746576,home,115,Colorado Rockies,0.21259999999999998,0.6192,0.6,9.0,2.6,0.8333333333333334
745524,away,110,Baltimore Orioles,0.268,0.813,0.8,7.4,2.6,0.8
745524,home,134,Pittsburgh Pirates,0.2872,0.8208,0.6,10.2,5.6,0.8888888888888888
745361,away,135,San Diego Padres,0.2806,0.8109999999999999,1.4,7.8,3.6,0.875
745361,home,137,San Francisco Giants,0.2652,0.7767999999999999,1.4,9.2,4.4,0.8571428571428571
746733,away,121,New York Mets,0.1792,0.5438000000000001,0.4,8.8,5.8,1.0
746733,home,113,Cincinnati Reds,0.29419999999999996,0.8802,1.0,11.6,2.4,1.0
744874,away,143,Philadelphia Phillies,0.22220000000000004,0.6432,1.4,7.8,3.8,1.0
744874,home,120,Washington Nationals,0.25660000000000005,0.7488,1.2,9.4,4.0,1.0
747143,away,109,Arizona Diamondbacks,0.31799999999999995,0.9119999999999999,1.2,7.2,4.4,1.0
747143,home,144,Atlanta Braves,0.31520000000000004,0.9136,1.6,7.8,3.8,0.8571428571428571
746328,away,145,Chicago White Sox,0.18819999999999998,0.5842,0.8,9.0,2.4,0.8571428571428571
746328,home,118,Kansas City Royals,0.2372,0.7524,2.0,7.2,2.6,0.8
745033,away,117,Houston Astros,0.2682,0.7434000000000001,2.2,6.6,3.0,0.8333333333333334
745033,home,140,Texas Rangers,0.28820000000000007,0.8778,1.2,8.2,3.8,0.8571428571428571
746007,away,136,Seattle Mariners,0.19160000000000002,0.5382,0.2,10.2,3.0,1.0
746007,home,158,Milwaukee Brewers,0.2798,0.7356,1.0,9.2,3.6,1.0
746249,away,111,Boston Red Sox,0.23399999999999999,0.6434,0.4,10.4,3.6,0.7142857142857143
746249,home,108,Los Angeles Angels,0.191,0.6106,1.4,8.2,3.8,0.6
746498,away,133,Oakland Athletics,0.2024,0.5997999999999999,0.8,10.4,3.2,0.5714285714285714
746498,home,116,Detroit Tigers,0.2142,0.6268,0.8,8.0,4.4,0.6666666666666666
745926,away,114,Cleveland Guardians,0.2798,0.791,0.6,6.4,1.6,0.625
745926,home,142,Minnesota Twins,0.21280000000000002,0.629,0.4,9.4,3.4,0.8
745197,away,146,Miami Marlins,0.2042,0.5810000000000001,1.4,8.8,3.0,0.8
745197,home,138,St. Louis Cardinals,0.21139999999999998,0.5772,0.8,10.6,3.4,0.6666666666666666
746896,away,119,Los Angeles Dodgers,0.2948,0.8652000000000001,1.4,9.0,3.6,0.0
746896,home,112,Chicago Cubs,0.25860000000000005,0.7684,1.6,5.4,6.4,0.0
745522,away,110,Baltimore Orioles,0.2494,0.7562,1.0,8.2,2.2,0.0
745522,home,134,Pittsburgh Pirates,0.2838,0.8119999999999999,1.0,10.8,5.2,0.0
744873,away,143,Philadelphia Phillies,0.22760000000000002,0.6582,1.2,8.8,4.6,0.5
744873,home,120,Washington Nationals,0.2528,0.7444000000000001,1.0,8.0,3.8,1.0
746731,away,121,New York Mets,0.175,0.5408000000000001,0.6,9.2,6.2,1.0
746731,home,113,Cincinnati Reds,0.2876,0.8573999999999999,0.8,11.8,3.0,1.0
745031,away,117,Houston Astros,0.2756,0.7786000000000001,2.4,6.4,2.8,1.0
745031,home,140,Texas Rangers,0.2794,0.8454,1.0,7.8,4.2,1.0
745766,away,141,Toronto Blue Jays,0.19119999999999998,0.617,0.8,7.2,4.4,1.0
745766,home,147,New York Yankees,0.2512,0.7268000000000001,0.4,8.4,2.8,1.0
746329,away,145,Chicago White Sox,0.189,0.5814,0.6,8.2,3.0,1.0
746329,home,118,Kansas City Royals,0.238,0.741,1.0,7.8,2.8,0.6666666666666666
746006,away,136,Seattle Mariners,0.193,0.541,0.2,9.8,3.0,0.8333333333333334
746006,home,158,Milwaukee Brewers,0.2832,0.7542,1.4,9.6,4.2,0.8
747140,away,109,Arizona Diamondbacks,0.299,0.865,1.0,7.8,3.8,0.8
747140,home,144,Atlanta Braves,0.29900000000000004,0.874,1.0,8.4,3.8,0.8333333333333334
746575,away,139,Tampa Bay Rays,0.2372,0.7024,1.0,9.8,2.8,1.0
746575,home,115,Colorado Rockies,0.2162,0.6194,0.8,9.0,2.2,1.0
745359,away,135,San Diego Padres,0.279,0.8076000000000001,1.0,7.4,2.8,1.0
745359,home,137,San Francisco Giants,0.25360000000000005,0.7525999999999999,1.0,8.8,4.2,1.0
746248,away,111,Boston Red Sox,0.2428,0.6696000000000001,1.4,9.0,4.0,1.0
746248,home,108,Los Angeles Angels,0.199,0.6404000000000001,1.4,7.6,4.2,0.75
745523,away,110,Baltimore Orioles,0.2412,0.7283999999999999,1.0,7.6,1.8,0.8333333333333334
745523,home,134,Pittsburgh Pirates,0.281,0.8048,1.0,10.0,4.6,0.8333333333333334
744871,away,143,Philadelphia Phillies,0.22820000000000001,0.6652,1.2,8.6,4.6,0.75
744871,home,120,Washington Nationals,0.24579999999999996,0.7238,0.8,7.8,3.4,0.75
747141,away,109,Arizona Diamondbacks,0.2888,0.8366,1.0,7.8,3.8,1.0
747141,home,144,Atlanta Braves,0.2948,0.8652000000000001,1.0,7.6,4.0,1.0
745765,away,141,Toronto Blue Jays,0.1866,0.6035999999999999,0.6,6.6,4.0,1.0
745765,home,147,New York Yankees,0.2452,0.7096,1.0,7.0,3.8,1.0
746734,away,121,New York Mets,0.17579999999999998,0.5428000000000001,0.6,8.0,5.0,1.0
746734,home,113,Cincinnati Reds,0.27399999999999997,0.8182,0.6,12.6,3.4,0.8333333333333334
746493,away,133,Oakland Athletics,0.19720000000000001,0.5904,1.0,10.8,3.6,0.75
746493,home,116,Detroit Tigers,0.21259999999999998,0.624,0.6,8.2,3.6,0.6666666666666666
746330,away,145,Chicago White Sox,0.1908,0.5820000000000001,0.6,8.0,2.8,0.5
746330,home,118,Kansas City Royals,0.2424,0.738,0.8,7.6,3.0,0.5
746003,away,136,Seattle Mariners,0.19960000000000003,0.5594000000000001,0.6,10.0,3.4,0.6666666666666666
746003,home,158,Milwaukee Brewers,0.2732,0.7545999999999999,1.4,8.8,4.8,0.7142857142857143
745198,away,146,Miami Marlins,0.2056,0.5818,0.8,7.6,2.4,0.8571428571428571
745198,home,138,St. Louis Cardinals,0.2212,0.611,0.8,8.6,3.6,0.8571428571428571
746895,away,119,Los Angeles Dodgers,0.29359999999999997,0.8596,1.0,10.6,3.6,0.8571428571428571
746895,home,112,Chicago Cubs,0.267,0.7896000000000001,1.4,7.2,5.2,0.75
746574,away,139,Tampa Bay Rays,0.2374,0.7008,0.8,11.0,3.4,0.75
746574,home,115,Colorado Rockies,0.21960000000000002,0.6326,1.4,8.8,2.8,0.3333333333333333
745362,away,135,San Diego Padres,0.271,0.7859999999999999,0.8,6.4,2.6,0.5
